country_name,esg_per_capita
San Marino,0.09487140793403911
St. Kitts and Nevis,0.08793292855055851
Antigua and Barbuda,0.043272211883931884
Dominica,0.04072387508627846
Seychelles,0.0401363156114284
Luxembourg,0.03137547255797127
Grenada,0.027833596669723452
St. Vincent and the Grenadines,0.025275372547410465
Aruba,0.022353240302203033
Vanuatu,0.018227637493309433
